user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
14842285,1489602954768363526,2022-02-04T14:13:14Z,sapo,"COVID-19: Mais 50 mortos e 47.199 infetados. Incidência da doença volta a subir em Portugal

https://t.co/AWzVQkNaks",swonkie,116,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/sapo/status/1489602954768363526,SAPO,Portugal,Portal Português,https://t.co/32yz93igDu,FALSE,280608,3381,557,101841,2562,2008-05-20T05:14:10Z,TRUE,https://t.co/32yz93igDu,https://www.sapo.pt/,NA,https://pbs.twimg.com/profile_banners/14842285/1637329384,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/1434053415433293826/DIO3rmIJ_normal.jpg
47596019,1489602921914257409,2022-02-04T14:13:06Z,liputan6dotcom,Inilah Berbagai Masalah Menggelayuti UMKM Imbas Pandemi Covid-19 https://t.co/ikL8vQXhOj,dlvr.it,88,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/liputan6dotcom/status/1489602921914257409,Liputan6.com,,"Official Twitter Account of https://t.co/DCmGvp3y9e.
Portal informasi global dengan video musik, hiburan dan olahraga yang lebih aktual, tajam dan terpercaya.",https://t.co/DCmGvp3y9e,FALSE,4174142,680,4921,1584776,7089,2009-06-16T10:48:24Z,TRUE,https://t.co/DCmGvp3y9e,http://Liputan6.com,NA,https://pbs.twimg.com/profile_banners/47596019/1643812121,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/1467474599801614341/Uwm4A4He_normal.jpg
47596019,1489602279804051459,2022-02-04T14:10:33Z,liputan6dotcom,Waspada! Sebaran Hoaks Seputar Covid-19 di Medsos Mencapai 5.478 https://t.co/nmYKZT6hEE,dlvr.it,88,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/liputan6dotcom/status/1489602279804051459,Liputan6.com,,"Official Twitter Account of https://t.co/DCmGvp3y9e.
Portal informasi global dengan video musik, hiburan dan olahraga yang lebih aktual, tajam dan terpercaya.",https://t.co/DCmGvp3y9e,FALSE,4174142,680,4921,1584776,7089,2009-06-16T10:48:24Z,TRUE,https://t.co/DCmGvp3y9e,http://Liputan6.com,NA,https://pbs.twimg.com/profile_banners/47596019/1643812121,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/1467474599801614341/Uwm4A4He_normal.jpg
331617619,1489602912003186689,2022-02-04T14:13:04Z,MediasetTgcom24,"Covid, Costa: ""Valutiamo se riaprire le discoteche dopo l'11 febbraio""  #costa #covid #11 #11febbraio #andreacosta https://t.co/j7phWJuKUQ https://t.co/ATXMYH3k4H",Social Mediaset ,138,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/MediasetTgcom24/status/1489602912003186689,Tgcom24,,Profilo ufficiale di Tgcom24: tutte le notizie sul sito https://t.co/sC5iMbymSN e sul canale 51 del digitale terrestre,http://t.co/FlIYixUzQp,FALSE,1220530,968,2528,210545,698,2011-07-08T13:12:20Z,TRUE,http://t.co/FlIYixUzQp,http://www.tgcom24.mediaset.it/,NA,https://pbs.twimg.com/profile_banners/331617619/1436283553,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/456372656359489536/W4tnPT1m_normal.jpeg
39114551,1489602898921238531,2022-02-04T14:13:01Z,yaledailynews,SCITECH | A recent Yale study suggests that a popular COVID-19 vaccine authorized for use in 48 countries offers little protection on its own against the Omicron variant. @RyanBrinda https://t.co/WGgbWVT7Km,Buffer,206,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/yaledailynews/status/1489602898921238531,Yale Daily News,202 York St.,The Oldest College Daily newspaper since 1878,https://t.co/dCVywRSFRV,FALSE,31208,470,660,14278,1088,2009-05-10T21:23:48Z,TRUE,https://t.co/dCVywRSFRV,http://yaledailynews.com,NA,https://pbs.twimg.com/profile_banners/39114551/1416790375,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1078123604259278848/4kfWfJCc_normal.jpg
4757682821,1489602896698163201,2022-02-04T14:13:00Z,AlcaldiaCucuta,"Los habitantes de Agua Clara, en la zona rural de Cúcuta, recibieron la primera jornada masiva de vacunación contra la COVID-19, en una apuesta del @ingjairoyanez por llegar a todos los rincones del municipio. En total, 250 personas fueron vacunadas.

https://t.co/yGdcPfqW19",Twitter for iPhone,275,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/AlcaldiaCucuta/status/1489602896698163201,Alcaldía de Cúcuta,"Cúcuta, Colombia","Cuenta oficial de la Alcaldía de San José de Cúcuta.

#UnaEstrategiaDeTodos",https://t.co/tfCTGa34jP,FALSE,31902,299,65,15154,2550,2016-01-09T20:39:30Z,TRUE,https://t.co/tfCTGa34jP,http://www.cucuta-nortedesantander.gov.co/,NA,https://pbs.twimg.com/profile_banners/4757682821/1643660551,NA,http://pbs.twimg.com/profile_images/1480863558732759042/B0ooLWNq_normal.jpg
986780047,1489602874053124096,2022-02-04T14:12:55Z,RDEhospitals,"1/3 The Greendale Vaccination Centre is now offering validation for COVID-19 vaccinations received overseas. Once validated, the details of your overseas COVID-19 vaccination will appear on the NHS.",Twitter Web App,198,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/RDEhospitals/status/1489602874053124096,Royal Devon & Exeter NHS Foundation Trust,Exeter,Official Twitter news feed for the Royal Devon & Exeter NHS Foundation Trust. Monitored Mon-Fri 9am-5pm.,http://t.co/wxMNNTe5tO,FALSE,11245,597,113,7459,5151,2012-12-03T14:49:25Z,TRUE,http://t.co/wxMNNTe5tO,http://www.rdehospital.nhs.uk,NA,https://pbs.twimg.com/profile_banners/986780047/1608122660,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1278603952226000896/2pNSNzLG_normal.jpg
20583561,1489602873331978241,2022-02-04T14:12:55Z,BangkokPostNews,"WASHINGTON: US employers added more jobs than forecast last month, despite a surge in Covid-19 infections and related business closures. #BangkokPost #Business #employment https://t.co/EZIAm7SJXs",BPbreakingnews,195,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/BangkokPostNews/status/1489602873331978241,Bangkok Post,Thailand,"#1 English-language media in Thailand: Get essential local news, business & lifestyle content anytime, anywhere. Follow us on Line app: https://t.co/09oChOGtRb",https://t.co/qJeDAlt41q,FALSE,197381,122,2745,156170,169,2009-02-11T11:24:01Z,TRUE,https://t.co/qJeDAlt41q,http://www.bangkokpost.com,NA,https://pbs.twimg.com/profile_banners/20583561/1629607273,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1306147118441050112/9w10mPR1_normal.jpg
16951979,1489602851299110917,2022-02-04T14:12:49Z,maisfutebol,"Covid-19: Portugal com mais 50 mortes e 47.199 novos casos
https://t.co/CdvZ3ziWeN https://t.co/0DcrZagv8v",AutomaticPosts,82,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,pt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/maisfutebol/status/1489602851299110917,maisfutebol,Portugal,"Jornal desportivo único, nativo digital, que vive diariamente todas as emoções do desporto, em particular do futebol nacional e internacional.",http://t.co/eTDZIlvGzg,FALSE,234449,1423,798,343221,1243,2008-10-24T16:31:43Z,TRUE,http://t.co/eTDZIlvGzg,http://www.maisfutebol.iol.pt,NA,https://pbs.twimg.com/profile_banners/16951979/1606010649,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1350052687962902530/R0y7eyp-_normal.jpg
34874095,1489602819384647682,2022-02-04T14:12:42Z,Gem_Enschede,"Is je inkomen gedaald als gevolg van de maatregelen tegen corona? 
Dan geldt de gemeentelijke TONK-regeling mogelijk voor jou. Kijk voor voorwaarden en aanmelding op https://t.co/pgUNCdAM3U https://t.co/FNQY55mOlb",OBI4wan,189,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Gem_Enschede/status/1489602819384647682,Gemeente Enschede,"Enschede, Nederland",Het officiële account van de Gemeente Enschede · tel: 14053 · mail: postbus20@enschede.nl · webcare: ma t/m vr 9-17 uur,https://t.co/P2DzFg0dI8,FALSE,21320,640,282,9890,319,2009-04-24T07:24:16Z,TRUE,https://t.co/P2DzFg0dI8,http://www.enschede.nl,NA,https://pbs.twimg.com/profile_banners/34874095/1352457220,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1447795190496911360/_2Y-s7F1_normal.jpg
